observed,label,object_type,object_category,timestep,x,y,heading,velocity_x,velocity_y,scenario_id,start_timestamp,end_timestamp,num_timestamps,focal_track_id,city
True,AV,bus,1,0,12403.753308382164,3675.778573387851,0.5026984844444377,1.3111182957982237,0.6849888522810943,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
True,AV,bus,1,10,12405.610467109798,3676.791003293337,0.498282338522094,1.6887869026322733,0.9502588203304184,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
True,AV,bus,1,20,12406.946418788166,3677.5189348586255,0.494302726451884,1.0703676889534108,0.5625557867870157,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
True,AV,bus,1,30,12407.847002097742,3678.001586518341,0.4946207466049511,0.8279816658614436,0.4297982037178371,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
True,AV,bus,1,40,12408.897599485676,3678.565295723152,0.4934133691999771,1.4440759797253122,0.7976131518353213,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
False,AV,bus,1,50,12411.082946774506,3679.742456535405,0.4934939041702789,2.72959166632063,1.472358910859839,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
False,AV,bus,1,60,12414.26447207912,3681.4600152515154,0.4992608974956071,3.5521341851199395,1.9259532627302176,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
False,AV,bus,1,70,12418.155189541982,3683.5986990467222,0.503513018930008,4.1153015561940265,2.2848040695726013,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
False,AV,bus,1,80,12422.348523638546,3685.9231336992025,0.5026841273553819,4.235777584272,2.313125551158919,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
False,AV,bus,1,90,12426.520144821416,3688.219986812879,0.5017408971274497,4.090522649530612,2.240932288636941,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
False,AV,bus,1,100,12430.514947283977,3690.4138734192784,0.5029104863092394,3.938501128341159,2.1742061045779337,ffe36caf_5667_44e1_b98c_8e44dacd5379_0,315972909209887500,315972920109887500,110,54002,dearborn
