observed,label,object_type,object_category,timestep,x,y,heading,velocity_x,velocity_y,scenario_id,start_timestamp,end_timestamp,num_timestamps,focal_track_id,city
True,AV,bus,1,0,473.0952290507929,1909.5225078088004,0.0541219266110202,11.586699362670744,0.6042951617087056,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,1,473.74745273260055,1909.5566496930203,0.0542805412376023,11.586699362670744,0.6042951617087056,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,2,474.5364434803191,1909.597982815796,0.0545123765125663,11.680654530859442,0.611402053459642,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,3,475.4538459050474,1909.6461531152845,0.0548111139096903,11.555158334446674,0.6078982657277265,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,4,476.4880067977415,1909.7004878024425,0.055144479007708,11.745830136367204,0.6136103814378657,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,5,477.62008148430726,1909.760124323357,0.0555038642256593,11.656667406134034,0.6136950667314522,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,6,478.826781560888,1909.823949470725,0.0558417146638106,11.78377388200147,0.6286840972370555,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,7,480.0795220157788,1909.8905955569176,0.0561424937736622,11.599630907607548,0.615811514253437,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,8,481.3453255952129,1909.958295911792,0.0563857745312795,11.822361716269256,0.6268083214854414,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,9,482.5830003060598,1910.0247963312784,0.0565955991316378,11.583796878146586,0.6052899626592989,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,10,483.7501741134156,1910.0875447811068,0.056761532154699,11.671629594176238,0.6347988676748173,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,11,484.91495157394456,1910.150305554064,0.0568564308581469,11.622788387996366,0.629686037434567,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,12,486.0765975039888,1910.2126526990023,0.0568835496203013,11.696246686144036,0.6289927618126967,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,13,487.2332665616677,1910.2744150412057,0.0568536171202681,11.509262226160216,0.6345541420705558,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,14,488.3849831632393,1910.3355291663688,0.0567494887191498,11.540975404531082,0.62889032689327,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,15,489.531129706246,1910.3957462669573,0.0565987452609458,11.485010111151157,0.614699360639861,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,16,490.6711386312292,1910.4552341620856,0.0563522546119397,11.426026431394687,0.5877044585872682,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,17,491.8038971084924,1910.513774005381,0.0560540455505147,11.2159021571091,0.5649701035122234,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,18,492.9296516392265,1910.571489026437,0.0556521145773973,11.400001628215364,0.5658657284243418,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,19,494.045441513651,1910.628193756116,0.0551820760792559,11.07064652559984,0.5752934708289104,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,20,495.1504508091887,1910.6839678762988,0.0546631429153836,11.0108253745733,0.5253295099259958,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,21,496.2446374187396,1910.7387409547848,0.0540888302240155,10.969054148130796,0.5506747081244612,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,22,497.32645714948205,1910.7924830713516,0.0534347354034539,10.827877704702471,0.5427747585895304,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,23,498.3952454604075,1910.845266320783,0.0527312730375155,10.780072449591104,0.5294357709954056,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,24,499.45149155571335,1910.897181795509,0.0519457647627566,10.534503702180018,0.5382217671149192,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,25,500.4938147429601,1910.9482203232064,0.0511141418762624,10.49664716848497,0.5148049905483276,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,26,501.5214394139628,1910.9981300920924,0.0502554395900107,10.177760845856485,0.5108340166270864,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,27,502.53271750914297,1911.046635785064,0.0494151218391787,10.077141360988549,0.4864889884765944,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,28,503.529147501921,1911.093733215441,0.0485409549534214,9.939819853725568,0.4592306312929395,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,29,504.50966420420775,1911.1395460841584,0.0476289968719149,9.85863631545783,0.4512299119437557,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,30,505.47322372717207,1911.1836530706037,0.0467548195276235,9.55461425297301,0.4379014407322756,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,31,506.42104545712846,1911.226218903664,0.0459103333526258,9.613629502887306,0.4265646134876988,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,32,507.3519493092329,1911.2671194419052,0.0451052337773582,9.329703240149456,0.4153725506648698,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,33,508.2675413538916,1911.3064675885996,0.0443573495201929,9.05674790799651,0.3941389004671691,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,34,509.1660148971952,1911.3445138736136,0.0436294758189029,8.959887475351138,0.3735631124686733,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,35,510.0495554883759,1911.38117571736,0.0429801695875051,8.836222484948166,0.3650232788368157,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,36,510.916173492112,1911.416551537204,0.0423614964551152,8.66372708620986,0.3591794275553184,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,37,511.7657272444585,1911.4508167663969,0.0417692476401258,8.558110039322742,0.3435653088331492,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,38,512.5985108506379,1911.4838838027567,0.0412424154926985,8.270368921820364,0.3272462451900537,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,39,513.4145483214083,1911.5157997829876,0.0408149618442767,8.211741052214165,0.3140834346595511,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,40,514.2129487641339,1911.5466545586044,0.0404539172811252,7.930576916465952,0.302841609659481,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,41,514.9942237971285,1911.5764201349143,0.0401750597964895,7.877319771001794,0.3112312575763098,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,42,515.7589544485425,1911.605313327944,0.039940701356783,7.600593233443078,0.2883411829498072,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,43,516.5056948084433,1911.6333886092168,0.0397429299995591,7.562421889468851,0.2725710999425246,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,44,517.2349896152268,1911.6605841687776,0.0395734604262017,7.233680055602463,0.2721376549720844,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,45,517.946778499845,1911.68690752286,0.039430830178976,7.105569602113064,0.2758258390372248,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,46,518.6414036136631,1911.7124858808463,0.0392554653719896,6.954622570715401,0.2491866778541407,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
True,AV,bus,1,47,519.3192560797594,1911.7373242875176,0.0390639664871812,6.7227598098668295,0.2431635260882103,0bcdf37b_f4d4_49ad_a4e6_9ed60fc2c150_1,315974011559890000,315974022459890000,110,49804,miami
